student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S9533,18.931106457905848,Female,3.211513017329832,2.1174566953452105,2.8089984298640545,Yes,80.20043791584266,9.768308693030578,Good,0.0,High School,Poor,9.127491337744077,No,75.35650042981466,4.679917460256916,4.6098191665279264,1,-1,1,5.3371446999359735,6.618612259556252
S9534,24.0,Male,3.4930997158092785,1.7003183543347453,2.16476223472641,No,69.67710493200477,9.201227784051175,Good,0.06477724923613569,Bachelor,Average,5.929451175030627,No,68.07913502049213,1.7318898529407958,6.309483973970708,1,0,0,3.5207206096834067,7.715571234126136
S9535,23.94602062877423,Male,4.3293472863274935,4.781937160979793,2.980227998824041,No,75.17339544018132,8.319232192313638,Fair,5.113442788534838,Master,Good,9.084717593509964,Yes,75.6841072618513,4.383289517226367,6.499515521237002,0,1,0,3.312043439791892,7.633186592109751
S9536,18.90788304752782,Male,1.3140321202875969,1.97920405070645,3.4846023765668663,No,88.16474353260516,6.39148301118804,Fair,1.1772523942691195,Bachelor,Good,8.164891850050934,No,42.443486292470794,3.466171059334483,3.6050795270051155,0,1,0,4.378403676715977,6.882595224023241
S9537,17.1175442866109,Female,3.275777233604441,2.8453821978936946,0.6974625332753928,No,92.2526465823743,6.008152145373628,Fair,5.065301075249395,Master,Poor,4.8459398766336355,No,66.62909623782176,2.964012215966036,4.503284537865286,0,-1,0,4.27011168500034,6.615958024123085
S9538,21.85118527639179,Female,6.1375065534575,2.539551694583449,2.3931583218313754,No,99.64477747380897,5.793700172309493,Poor,5.013830343896162,High School,Average,1.1344518714158822,No,94.79037772101199,3.181549136864114,4.322678663412699,-1,0,0,5.436796057535628,5.913587695713124
S9539,22.965196189751385,Male,3.081806720162183,1.8127838678232846,2.08174573074651,No,80.11432973855214,5.16617402822174,Good,3.0138878241069404,High School,Poor,4.025450358561172,Yes,67.97924784684402,3.693439302213712,3.038275992677568,1,-1,0,4.734909958087517,5.797899477060256
S9540,24.0,Male,3.3972280727797006,2.338391857152798,2.2973781045164015,No,100.0,6.287791237098571,Good,0.8095406424118794,High School,Good,1.2902167113110883,No,46.30189647046175,3.403168243926117,2.8862070993293516,1,1,0,4.683845625480006,6.236680545900875
S9541,18.93377832704755,Female,3.8283463981729984,1.3735937694979163,1.9022937540077083,No,81.64650727908031,7.118573852719224,Good,1.9564233850792339,Bachelor,Average,1.9624281668662036,Yes,65.21510464473535,2.8934610904267513,4.195767394435035,1,0,0,4.56655565074207,6.606504490269534
S9542,20.090380059085035,Male,4.156663584694495,4.41922360237294,2.2197665632696535,No,85.45184380158699,5.648518287951775,Poor,2.036581338365369,Master,Good,5.041786261622826,No,70.22942351645312,1.0,4.774308745364522,-1,1,0,4.933006622436898,5.8095581861661705
S9543,23.93434876676727,Male,2.3913120670973607,3.7237231277067266,2.1292622416979503,No,85.49443651989004,5.003414683920989,Good,5.771357008710612,High School,Good,7.977779028896421,No,63.59685250106244,3.832337403905081,5.417368738399301,1,1,0,2.656502727656532,7.373833836056894
S9544,17.162561697752498,Male,4.32045126559252,3.3476446426872353,0.5620024044135457,No,60.338824156198875,6.722344911601148,Fair,5.018222392020802,Master,Average,6.0943720921894,Yes,76.32190480442247,4.578357006606232,4.877650342665172,0,0,0,3.9179619419292333,6.619935513752284
S9545,19.98548825165198,Male,4.462403625166793,1.3071074999365009,0.037399149796492295,Yes,90.80428392840017,6.254380934371193,Good,0.0,High School,Average,6.689166694762331,No,89.41360260477543,5.541725531724596,3.6384094906469766,1,0,1,5.105379145621525,5.225320878418665
S9546,17.07746791350049,Female,4.271578147676136,2.1398006593253123,1.613234290787688,No,71.62851990072504,9.42106672175993,Good,5.159706519837813,Bachelor,Good,6.799197132434841,No,87.43965451859015,2.3332500380358843,7.109172256152341,1,1,0,2.4157761465556735,9.074528546192763
S9547,22.086094875816492,Female,2.415252128477828,2.4559366868343857,1.9883309214404166,Yes,96.66055804828633,6.277082269816438,Fair,3.97116999457595,Bachelor,Good,10.0,Yes,71.35740789650804,5.384732006774035,4.262286206458846,0,1,1,4.554775350706438,6.244245308791184
S9548,17.0,Female,4.344748526248142,2.4363734396473995,1.7387049665699301,No,77.93574365179146,5.990986054412122,Fair,0.0,Bachelor,Average,5.003775883668821,No,76.57845570045455,2.6058521301457107,2.8331000830350983,0,0,0,5.791742453672914,5.330289354475811
S9549,20.763017435713035,Female,0.815830640640379,2.227358355274431,0.995630504420571,No,92.72048234490555,6.683567629096188,Fair,1.9860839463667794,High School,Poor,5.714757466914963,No,43.117339905073074,2.764937824533353,3.4293176001477645,0,-1,0,5.2107390994792855,6.157520091637478
S9550,22.041633008931797,Male,4.956664083833995,2.533570779566305,0.05612564556014199,Yes,65.96376454812403,7.4758239933679755,Poor,2.999529055033158,Bachelor,Good,3.90972495864986,No,81.7317310245592,4.269794774079823,3.994723148181772,-1,1,1,5.62843936284773,6.273954708682451
S9551,24.0,Female,6.0993820625388455,1.8766372115938197,0.2624271287977356,No,97.91855392387178,5.87644655104056,Poor,6.0,Bachelor,Poor,5.94407055060575,No,98.73560063324027,3.039854355240413,2.1021166889480183,-1,-1,0,5.425221028404205,5.829176491419282
S9552,20.064145088945633,Female,5.078132955171877,2.5821532059495254,1.7645125858559936,No,83.49247927052275,6.606915312633959,Fair,5.96513216966012,High School,Average,9.930934586851901,No,100.0,4.191848880028065,6.125531131402376,0,0,0,3.2593997971021462,7.792997189595775
S9553,17.0,Female,3.353330070214858,1.8592082534291108,0.05176849064020215,No,70.06708565113706,4.653197838153119,Poor,2.0023729628226277,High School,Average,7.132630312597999,Yes,64.8284935490663,2.4926288401144694,3.664571054450914,-1,0,0,4.631541230284488,5.742777795526641
S9554,17.950326502080717,Female,0.13891696863103345,1.847203488483007,1.4880521559506485,No,82.14718094570351,5.617855947862546,Fair,3.0808946610277985,Bachelor,Average,8.17887440639297,No,56.10729636994874,2.127488592069646,3.963067491275614,0,0,0,3.974510613157928,6.112367802936474
S9555,20.23178777808657,Male,2.3220764553406013,2.2577763799982518,1.5944374541760928,Yes,76.24998337438728,8.68116820477779,Fair,0.0008638562104286792,High School,Good,8.681382281583604,No,69.31260116345058,3.594035578240773,4.947567370583798,0,1,1,4.442396549321284,7.246210506983946
S9556,17.0,Male,3.4620982201607315,0.034098154186685097,2.4076835041910063,No,92.72749759851175,6.195569458401324,Good,4.0663762345814884,Master,Poor,1.0,No,63.76077357402117,1.9014639636673238,3.972388843375241,1,-1,0,4.772737111691693,6.302634539334214
S9557,21.08470153677717,Male,5.386063792413187,4.546978633510532,0.9795307897049172,No,75.0433551393958,7.180458832467702,Fair,1.9548770459144023,,Good,4.016194904468521,No,84.74291278352865,4.415460605461169,5.647392354688818,0,1,0,4.231036541866618,6.780868640196996
S9558,21.93368808678806,Male,3.385058659411895,2.0837534296621905,1.5766381710758008,No,78.87184560611907,5.615604418936779,Fair,2.035546825718208,High School,Average,6.789052910477752,Yes,59.08939995429718,1.8681256114852935,3.5106755128841334,0,0,0,4.803259539548732,6.288339258181144
S9559,22.961249476936217,Male,4.009908185236412,1.827500361020125,3.452934534239727,No,86.88909618687192,8.225209188999104,Good,1.1325630857699611,Bachelor,Poor,9.178412600421366,Yes,83.06382357157109,4.654815704358189,6.260980735113146,1,-1,0,4.2726756969342485,6.772900583788132
S9560,17.0,Female,2.256343585183379,1.5076420873147425,3.1178105460246486,No,82.95994159423591,8.259864052223087,Good,1.061011155871507,High School,Average,3.052818800561777,No,51.8347506732184,3.1183680958920386,4.353862500520147,1,0,0,4.563669244464766,7.694276749295813
S9561,18.907279687488693,Male,0.41590106339279076,0.03370939594065542,2.542931310945461,Yes,85.8674086136105,5.808047428676933,Poor,4.8105198118998675,Master,Poor,8.121091903154772,Yes,44.386634357574785,3.404844448716285,4.0585405717462955,-1,-1,1,5.478057722598333,6.118556237044
S9562,23.065922115834255,Male,1.4658976134476724,3.2843239615866597,3.536270917991826,Yes,72.85363467850456,8.094226934021348,Good,6.0,High School,Good,1.0,No,47.77484359642369,3.2874921640158687,6.616879813643145,1,1,1,3.9907513233279417,8.086418418631919
S9563,18.160487189747204,Female,1.5267032639352054,3.883892815641872,2.6960812255333266,No,77.91719079592873,8.020343500547336,Good,0.0,High School,Poor,7.889100551146797,Yes,43.45842689408313,4.044376568589643,3.11387635649454,1,-1,0,5.613757435377022,5.731542102877194
S9564,22.05424191493489,Male,1.548079851563813,1.295999664966023,2.4532996336179607,No,81.08923570987886,5.924382853533535,Good,2.906326381068115,High School,Good,4.918928056485652,No,47.274466173326,1.1044050577278375,6.668840997842325,1,1,0,2.567977511493344,7.321401370000287
S9565,23.011930796712296,Male,4.570864848791067,0.95237304477479,1.9192409640412573,No,86.05066626673249,4.735146059646605,Good,4.049813221826015,Master,Good,5.9843342645264,No,81.30571851506953,2.491310299128985,4.972161856334672,1,1,0,3.0268097358208976,6.891094724842915
S9566,17.0,Female,2.6989005051850237,2.9123959603746767,1.6283055344411679,No,83.49313612147289,6.446419077685276,Fair,3.901811131283385,Master,Average,1.0,No,46.32659529754984,2.8717155228234783,2.2761800465612763,0,0,0,5.2761854704057605,5.583348439922426
S9567,21.059644207001764,Female,1.6140360290654159,3.5455509127462657,2.5033777194060614,No,94.01490970269997,6.056386346908698,Good,4.887608716912922,Bachelor,Good,10.0,No,54.047830053117735,3.583201361585352,6.255241762320082,1,1,0,2.338122841136183,8.226610987569218
S9568,19.248853475841344,Female,2.609762864172426,3.1349340326861173,2.428735086628715,No,75.0714750662131,7.018876269262035,Fair,0.0,Master,Good,3.3795781698873943,Yes,44.135623753944614,4.8717417154956095,1.0,0,1,0,5.835675202982621,4.823740560720075
S9569,20.956065946369957,Male,3.435363181395765,3.097238845088889,0.6125810074399454,No,82.34016826184664,4.7527044723403895,Fair,3.937878200348482,Bachelor,Good,8.082942160172216,No,75.73302525416578,4.723336886193647,4.785932250016824,0,1,0,3.508357986884095,6.4508913742227145
S9570,23.956609624337244,Male,5.360695129842405,3.349827266773323,0.8748275104345085,No,82.86177588179706,6.189225388939173,Fair,0.8349524879455896,Bachelor,Good,8.722760906349155,No,88.87114725415368,5.0247798526988126,7.011763246465689,0,1,0,3.3564814638087657,7.139748869002525
S9571,23.93524752273617,Female,4.024154445208539,3.388011552848818,1.085274097445145,Yes,90.06168704885813,8.549029969484861,Fair,0.05624450288254258,,Good,3.0220784084970638,No,55.958057156550566,4.93819899433437,2.5141346971497316,0,1,1,5.721778904962911,5.516254029634581
S9572,23.94351916238996,Male,5.738519147298407,2.1360060840364574,2.7698921304372615,No,74.79529597250747,9.280709688698161,Fair,1.0997946204138902,Bachelor,Good,5.830887044216814,No,96.14974325094182,2.817767341113123,6.206541938765362,0,1,0,4.101533804189981,7.77177426439117
S9573,17.0,Female,2.6208197964573596,1.813731142326674,2.928762866740191,No,82.62011437237157,6.654468235712503,Fair,4.091620488716393,Bachelor,Good,4.941957593209177,Yes,62.32948698775816,1.968788974456735,5.958141310246663,0,1,0,3.763600086531973,7.37090638837935
S9574,23.046743098672778,Female,3.562304231090409,1.274679605201106,0.4213691497271101,No,89.48485194311486,7.837329955261033,Fair,1.9090265821779797,Bachelor,Good,6.994928600603006,No,81.13093247503507,2.548259895061273,5.502411400919347,0,1,0,3.008604983853627,7.699314976120476
S9575,18.902419072030398,Female,3.19432351157525,2.12328479635458,2.1209659191143424,No,94.34986257321208,8.118230950441863,Fair,0.04161242356319786,,Good,2.9631047083347513,No,69.08546142654679,2.140732985351958,3.181435480364697,0,1,0,5.1032825143449205,6.3552207919525925
S9576,23.81416762465876,Female,3.986157414930612,3.2455887180402803,5.353153990015924,No,82.02499375635784,7.623208270950613,Fair,5.94996412157797,Bachelor,Poor,5.852635053065377,No,79.12972804923392,3.7709005129240447,6.064618380615127,0,-1,0,4.559548289509173,7.109074062718327
S9577,17.086921867493906,Female,4.5950576449858245,1.7941539883405684,1.6309417991103599,No,94.79991327953782,5.030040561081994,Good,1.8716391245765667,Master,Good,10.0,No,81.01017198972538,4.784932285199102,4.663714959693486,1,1,0,3.254396035229592,6.959443769697492
S9578,20.875129764316608,Male,1.2996892627585193,4.266095689990766,2.1680116244664944,No,74.59892950063251,8.233531056633314,Fair,1.92431724766353,Bachelor,Average,3.7161200651577984,No,34.09803292496308,1.300108000891273,4.039283373409702,0,0,0,5.295997008802407,5.984998464113042
S9579,19.960915906224685,Male,3.587522279341361,2.7328641639912314,2.1294105441669733,No,72.35620962136929,3.271962366246534,Fair,0.7144824978166393,High School,Good,8.055007607656854,No,63.08910523410808,4.480896906537609,1.6541060066501065,0,1,0,5.194129449796556,4.6014523520434985
S9580,24.0,Female,2.639466533081568,1.4861699850726473,2.0780706315245814,Yes,83.4995274659218,7.223939990105324,Fair,0.0,High School,Average,6.87157241061124,No,64.33557592556797,4.365665473538257,3.491143709440858,0,0,1,5.549378927518692,5.482318046747016
S9581,18.837369485732378,Female,7.649407617529543,3.0623170350378244,3.0125849664759934,No,98.87137304560011,4.776696727991559,Poor,0.0,High School,Good,3.0396797003524707,No,99.01619580664686,6.959057600166394,1.790101611960351,-1,1,0,7.56718819310738,2.547154478292585
S9582,19.823130538695573,Male,3.653854933589512,3.012636297452225,3.394860358574359,Yes,83.47859575957224,5.636506728371217,Fair,1.0205486858602257,High School,Average,4.8085502311433155,Yes,59.32089813569705,7.968480467521017,10.0,0,0,1,6.628137899573243,5.069091554785659
S9583,18.031079274136278,Male,4.285492611109543,4.050657858520702,0.8347191301270152,No,100.0,7.490115606693661,Fair,0.02952016844693776,,Average,1.032958648066633,No,60.65507776136768,3.189900036833137,4.548110545264699,0,0,0,5.431624811932783,6.435367035639962
S9584,21.132656560773164,Female,2.398010384365117,1.9110012308447746,0.10907419709059087,No,81.94130891752927,6.594180821776099,Fair,1.8288796669001515,Bachelor,Average,4.196095093315169,No,62.26129377301625,2.7016069103927984,5.379491814054438,0,0,0,4.047884965181665,7.039147241984096
S9585,19.81831313305837,Male,3.2179479799264286,1.671720604705218,1.8244623451495512,No,92.58318200603942,4.481953172059084,Good,6.0,Master,Average,3.915331145449042,No,70.49882080363876,3.9793444031605127,5.355498851748637,1,0,0,3.2363293553211174,6.737399377438056
S9586,18.047049423982052,Female,2.7562838716362497,3.01889916183591,1.4778902921524708,No,83.23807259761502,8.022853733249356,Fair,5.938451302945192,Bachelor,Average,2.912208531282306,No,65.77211377270733,1.1192490643499335,5.783580015306046,0,0,0,3.719439819832412,7.238290632623687
S9587,20.06705023751911,Female,1.5452931933139706,1.2996062028872757,2.8866781209102994,No,75.49627920351946,5.681330049581345,Good,0.0,High School,Average,5.0615771426537055,No,43.67803951457259,1.746186689274462,4.046065494650113,1,0,0,4.3417077499350825,5.851717510209639
S9588,22.762362635380686,Male,8.113370934260544,2.2137046974905723,1.4295522458450332,No,83.00823170403844,5.705953827467071,Poor,1.818691901139839,Master,Good,5.030051041216118,Yes,99.66510854405357,5.686044111292088,1.8043730357902528,-1,1,0,6.286612099229482,4.186535292073448
S9589,24.0,Male,2.4097173694095173,2.4941517525840626,1.472464437774774,No,87.25730881281721,5.7384524736521465,Good,2.918895227867878,High School,Good,3.8032755014808632,No,60.424134656141305,2.139031924946616,4.912895944569055,1,1,0,3.1423621461823696,7.1835373559196345
S9590,21.10116467985145,Male,2.562191026415149,3.655013960034363,1.9889131674965859,No,94.53431195384145,5.899035434056456,Good,3.9859009426116376,High School,Good,3.157698489928841,Yes,51.8899026685542,3.8638096123908507,6.0784552302987445,1,1,0,3.255415896018155,7.489023185269105
S9591,18.964018393640682,Female,2.2596500689936536,2.9218853477354285,1.7402889301768194,No,89.33727543858681,5.791959208896919,Fair,1.1008455360236142,Bachelor,Average,9.115174163831691,Yes,68.29236698149224,2.968996056991059,5.260931822852879,0,0,0,4.143499535736833,6.605481661790977
S9592,22.14452700092294,Male,2.8896431715541255,2.7667922226639305,2.563404977200138,Yes,87.0555834062178,4.694312723362075,Fair,2.9893368000916696,Master,Average,1.1825377565322237,No,45.8172480501887,4.607054279728544,3.4630547496098223,0,0,1,5.88225045626234,4.834489165377642
S9593,18.131152627407275,Male,2.7349790444024737,2.067729476496407,2.0408589796072207,No,89.28612436778874,8.708885700153544,Good,3.968112711761262,High School,Poor,5.077722762390825,No,63.777506890401874,1.5231097664294282,6.222654612318009,1,-1,0,3.5819121100063414,7.366481866496926
S9594,24.0,Female,2.302471404262559,3.397607854963602,2.749621658075748,No,85.50321756780562,8.821335855430188,Good,0.058787299602006425,Master,Good,3.268777116531403,No,41.39623239827245,3.4575900767541987,4.850672719916543,1,1,0,4.147612979504214,7.139793604539504
S9595,17.0,Male,2.8280500447634296,3.306148028405719,0.93289832681046,No,67.91351888116093,6.887858424936803,Poor,3.0141874205025148,Master,Average,8.733387046079258,No,62.7547347494307,3.2003290211218025,4.718625121462407,-1,0,0,4.780590935427132,6.74100752276885
S9596,21.887730821151425,Female,1.9472644217951889,2.4855464355610204,3.79388736122082,No,65.82291341679785,4.007795439822384,Fair,2.84758038805486,High School,Good,2.216967327223686,Yes,30.278652353456184,3.3934973231698997,2.44264629621615,0,1,0,4.916966540793745,5.191552936632332
S9597,18.995664984131967,Male,2.955953730973554,4.56528878869138,0.8933504695303681,No,59.588660005414965,7.176112531349195,Fair,0.9557724238029438,Master,Good,3.9444849168633818,Yes,50.84496709637843,4.689738885632271,2.595762298780902,0,1,0,4.9903776249755,5.461151310466441
S9598,24.0,Male,4.289099173407234,2.33822698641575,1.2197410012871674,No,67.98812441724125,6.080012144981259,Poor,4.941768351595005,High School,Poor,4.922552378318281,No,77.3291668024194,4.604394079487493,3.145738551940403,-1,-1,0,5.6674294174329995,5.249523284277677
S9599,23.962588377380804,Male,5.717015938260093,2.1238474346914566,2.739815818676836,No,75.29715941835848,9.3480971393565,Fair,0.9848154294944925,Bachelor,Good,5.898279802779337,No,97.28302665513642,2.8971883241350764,6.195648870604332,0,1,0,4.257240164551247,8.062863541058176
S9600,21.746397450915346,Female,6.196718029744937,1.091012166388098,3.4805825066913463,No,82.329250675863,5.884147273229238,Poor,3.951865457803321,Bachelor,Good,10.0,No,98.45657904773037,3.8795958225161207,4.355701375976647,-1,1,0,4.3072996035974125,6.623533958939046
S9601,19.14641589558016,Male,3.1714487976317964,0.6528093533850053,3.523355674056636,No,74.16827876723728,7.003259756204001,Good,4.918327628266787,High School,Good,5.113934690792551,No,67.32532529028757,2.8550588103197114,6.122901887391609,1,1,0,3.0769756924774114,8.108225734176898
S9602,21.021952706205568,Male,3.1654777680346737,2.346469446042429,1.782924957776369,No,86.47637670887153,4.45310583258171,Fair,4.148349782632456,,Average,7.93360433910399,Yes,76.33402547811005,3.4088389774468517,2.222485593238556,0,0,0,4.880724135694049,5.588131662381414
S9603,21.956189444363535,Male,4.823539432104722,2.362227479684768,1.6227751562855752,Yes,71.84144239244992,7.445488881148624,Good,3.9954212960274735,Bachelor,Good,6.038950690836405,No,89.45202017905882,4.084814470842845,5.900691995654483,1,1,1,3.9057282799796122,7.644907899914274
S9604,23.098920342585927,Female,5.566282580187709,0.9582877649212174,1.1681058760197733,No,89.27862821493801,5.835557032845026,Poor,5.048292074932624,Bachelor,Average,7.393502380049726,No,99.91930477255427,3.5264713538393275,4.218003184666393,-1,0,0,4.145054808235756,6.384415945149628
S9605,20.175950879464907,Male,3.2831745926993205,2.0300359510027235,2.1672690259464997,No,99.92128065867466,4.456628173168699,Fair,5.988115821812107,High School,Good,2.9046260456053616,Yes,72.07413095499057,3.0911073982931137,3.8488670843992283,0,1,0,3.519235447620242,6.506685121471064
S9606,19.676645464720877,Female,3.4701968805741954,2.168851088162253,0.954578268244535,No,76.82222927779817,8.697283178105739,Good,5.082557902502216,Bachelor,Poor,9.94383608401239,No,93.91533907979688,2.660772437829758,8.270555511597534,1,-1,0,2.712413692923878,9.05814605556023
S9607,17.050116185763432,Male,4.420231220922373,1.4990165325796472,1.52007191106721,No,74.74390142110097,8.029070309429356,Good,1.9907998171416983,Master,Good,2.202157269117912,Yes,84.5635209460099,2.6264170028470213,5.991004763011205,1,1,0,3.469210436368894,7.839453595187214
S9608,21.83535758316162,Female,3.0944129367404445,3.7241324002012055,0.9328820433628822,No,66.69080225267288,5.812736313200626,Poor,5.098472966874675,Bachelor,Average,9.775686296898659,No,72.52217452211289,4.684430816986865,7.00902521920846,-1,0,0,3.1891694654659344,6.734592214277159
S9609,19.057599835675184,Male,2.5040141912821667,3.1461442904836017,1.6205920200618622,No,70.72873147849306,4.979359081820009,Good,0.7093245486391939,High School,Good,4.034898389464393,No,44.15603488119745,3.5014825455526686,4.157668094999487,1,1,0,3.86358226916654,5.758370540238736
S9610,23.014763435621543,Female,0.9557160673039315,3.832055392548732,1.078856922871967,No,70.63808001849051,9.226988137617328,Poor,4.010095665112781,Master,Good,1.0,Yes,26.93655272790799,3.131209333283813,4.330548435672879,-1,1,0,4.726165276574807,6.862201441885117
S9611,18.073366004038224,Male,0.40300613823256104,0.8384932380345484,2.494658933035584,Yes,97.78667389174235,4.1479038817961,Poor,4.026441125368018,High School,Good,2.8035934223643917,No,43.83378371018488,3.0674492727028166,3.4454923457096314,-1,1,1,5.546975036978858,5.645877901959877
S9612,19.942384341414588,Male,3.310258871613291,2.7167848834804444,1.4551022293509173,Yes,71.70678724213315,6.557287200171398,Poor,5.030850776346934,Bachelor,Average,6.830562673623194,No,71.33331451536284,4.240279035479699,4.3106927770022185,-1,0,1,5.434117340576455,6.062149731427585
S9613,23.78381877129184,Male,7.306744018680113,1.1839406524471265,0.0403084274352002,No,82.79600972802345,7.391465884041533,Fair,0.8902410112793694,Master,Average,3.875207746496563,No,98.71877899185122,3.5384651917370085,3.9277599901703546,0,0,0,5.073495725399048,6.4616040407751285
S9614,20.948025270042724,Male,4.37141458340107,2.242607235213261,0.9542781043277055,No,75.49122677910069,8.804767100500287,Good,5.926813701906774,High School,Poor,3.82243007380451,Yes,83.20369724283525,3.1602113095868756,6.615134684795545,1,-1,0,3.3512327193942753,8.37437244418345
S9615,24.0,Female,3.3940538289226696,2.284088783655307,0.34367658218647473,No,91.26859158913138,5.6665284606812225,Fair,4.894342766402671,High School,Poor,5.028614981988005,No,70.58403160250053,3.633664859080824,3.365085314089928,0,-1,0,4.566797127017764,6.2593526749991595
S9616,23.11718132654157,Female,2.274206178390664,6.185122775781079,2.9505177492279904,No,86.28127554969133,6.877451313760729,Good,1.0493279207764923,,Good,4.199302960786129,No,47.59404892442047,4.589817783562199,4.104159318695334,1,1,0,4.202511736501169,6.274302944760169
S9617,23.864764837792837,Female,3.9250350836487846,3.2679605864232295,1.2208579852270893,Yes,90.13417399057468,8.62398395792197,Fair,0.09157670660325809,,Good,3.2903112926440894,No,55.72568806648954,4.975500234957716,2.482644513399831,0,1,1,6.092107493350911,5.645710425107951
S9618,19.11852788312509,Female,3.4845249969676155,4.100291865849938,0.4183264321516349,No,83.0882951104257,4.728683754388611,Good,0.8335230948178077,High School,Poor,1.0,No,54.231990017860646,4.640226327975469,1.0,1,-1,0,6.250418685816772,4.261666135735716
S9619,17.0,Male,3.7072627217807437,3.888581580577734,2.1409969912356197,Yes,68.041840784282,5.754960626702421,Fair,0.020778118116704353,High School,Good,8.103709869173086,No,65.73680651418314,6.304814188773614,2.9204757457685937,0,1,1,6.451454548495612,3.78145125674251
S9620,24.0,Female,3.3110653316337277,2.996144563707582,3.202324619025442,No,83.36863254612585,6.327212925902841,Poor,2.912439650410365,Bachelor,Average,8.17206089803705,Yes,56.90383820903621,2.6223101171732055,5.616540868694604,-1,0,0,4.732051978631236,6.679218092748836
S9621,21.941155700998575,Female,3.897286873159045,1.6993016713017903,0.7024179247556345,Yes,85.52136257832711,4.49610609963626,Good,5.176978870549558,Master,Poor,1.0172163286933493,No,68.22514265821745,4.592007473877194,3.393138818100676,1,-1,1,5.116041134327023,5.258662897367403
S9622,23.02102339677912,Female,4.298652689137267,2.3792724619414294,1.1709708538771373,Yes,87.05825674067601,6.5562883891598585,Poor,3.0569768784164224,,Average,4.100871488570897,Yes,78.75400834335234,3.522439505998723,3.347591719791378,-1,0,1,6.180473292662678,5.580072297360886
S9623,24.0,Male,4.428512254598903,0.8616601684672189,0.033117860963320464,No,92.37959079877041,5.896262678380808,Fair,2.9643579783061003,High School,Good,8.065498500130953,No,96.70294241626212,3.2870424797325963,4.374268813911888,0,1,0,3.543644090294416,7.694271234591728
S9624,22.85839647080115,Female,6.085424466716546,1.847806006168964,0.5484922876363179,No,82.9117641307878,6.155538688456438,Good,5.986338457676417,Bachelor,Good,3.0652836315610887,Yes,98.82923698890535,4.755167953886601,4.430836824046812,1,1,0,3.469809399075243,7.167618394576214
S9625,23.921535476825813,Male,7.065663081682102,1.2582701943396437,0.0,No,82.98221364185153,7.491812320671955,Fair,1.1313544081488602,Master,Average,3.8951214078968555,No,100.0,3.5734738434837134,4.037706057070061,0,0,0,4.688973422547039,6.68001084046948
S9626,18.021345602811067,Female,4.476671407273772,1.1915232957572863,0.4855670917336914,No,92.99548523096493,8.153262836767075,Good,4.0057921264040015,Master,Good,3.7161137419729937,No,91.14282623521272,3.7413975474094205,5.098267178469505,1,1,0,2.9191600174977053,8.003219704053437
S9627,20.277154702918885,Male,1.1716162531918541,2.02266944417633,3.598803276440699,Yes,97.19336445234272,7.98620479633503,Fair,5.818864075633154,Bachelor,Average,1.0,Yes,52.0091678176517,3.0645007544338947,4.859012934385094,0,0,1,5.405007884384259,7.315091097187811
S9628,22.900383612646834,Male,4.6462105179898705,0.9108681851246979,0.9732639337137111,Yes,83.81680458170202,4.707691104723446,Fair,5.153661264796441,High School,Average,2.8908166764616725,No,83.60415400191816,5.584921815501924,3.0581612964817384,0,0,1,5.7886987507908145,4.492135339751328
S9629,19.235441600583524,Male,3.6333493852231675,1.803991951027553,0.8087097813320979,Yes,76.17137338668903,5.90789864687835,Fair,1.0823169608350844,High School,Average,1.0,No,56.384640239520884,4.835700988173361,1.587124110774507,0,0,1,6.334049290106991,4.32887514195188
S9630,17.23132042171516,Other,3.997382543835678,1.456746433518882,0.016176457462717984,Yes,99.46332448881272,6.473185465795363,Fair,1.9455808262092227,High School,Poor,6.136886685851726,Yes,78.41023978433637,5.037414795221147,1.0,0,-1,1,6.425388245368968,4.697446810823435
S9631,17.98876980906348,Male,1.3526868351317494,3.9502533390431465,3.9411681715518663,Yes,67.49078833538789,7.944006710832695,Good,4.060835014194425,High School,Average,4.204404372477683,Yes,33.342332895742786,4.71109937128497,4.203487410658701,1,0,1,5.366610185151278,6.206322757749042
S9632,22.96559171509853,Female,2.8073480210946484,2.4323306038306236,0.6917255039340783,No,78.68409790193354,8.305895588632445,Fair,0.0,Bachelor,Good,5.021460390174892,No,64.90324372241055,7.216999694569873,1.0,0,1,0,6.4347466668183175,3.4821557098435996
S9633,18.92013223288914,Male,4.3851113295035145,0.22311171061601695,1.278238732541328,No,80.25548127640305,5.3489174790969924,Good,0.9351864116372313,High School,Average,9.831425524138167,No,81.55948791532889,2.9689316001202695,4.329464159811382,1,0,0,3.9008618861492343,6.966281242998476
S9634,23.992129088676197,Male,3.411866928793856,1.2957057617442769,2.0692669555074676,No,79.10912880392661,7.401567891420458,Fair,0.0,Bachelor,Good,1.9445741098160758,No,60.752156973991184,1.5106817982901832,3.2042284440371596,0,1,0,4.969084392209502,5.853994162401826
S9635,21.837657578727033,Male,1.6624553350625517,2.9357328541290633,2.048687885617774,No,98.34839790039206,6.030358620225917,Good,0.060762961231724325,High School,Good,5.8900322937047305,No,50.83347310333277,1.4977597361561565,4.594710953666682,1,1,0,3.6864328485904396,6.617058343430483
